 # Date of Experiment: 18/01/02014
 # Time of Experiment: 11:01:27
 # Laser Diode Temp (C): 0.00000
 # Laser Diode Operating Hours (h): 0.00000
 # Laser Diode Current (A): 0.00000
 # AOD ANDOR center x (pixels): 240.500
 # AOD ANDOR center y (pixels): 253.778
 # AOD ANDOR range x (pixels): 27.5000
 # AOD ANDOR range y (pixels): 27.2200
 # AOD CCD center x (pixels): 278.500
 # AOD CCD center y (pixels): 370.750
 # AOD CCD range x (pixels): 163.000
 # AOD CCD range y (pixels): 135.000
 # PM ANDOR center x (pixels): 245.889
 # PM ANDOR center y (pixels): 262.250
 # PM ANDOR range x (pixels): 15.2700
 # PM ANDOR range y (pixels): 10.5000
 # PM CCD center x (pixels): 308.250
 # PM CCD center y (pixels): 412.000
 # PM CCD range x (pixels): 92.3333
 # PM CCD range y (pixels): 52.0000
 # ANDOR pixel size x (nm): 293.940
 # ANDOR pixel size y (nm): 288.530
 # CCD pixel size x (nm): 47.3100
 # CCD pixel size y (nm): 57.1700
 # AOD detector x offset (V): -0.0322060
 # AOD detector y offset (V): -0.0846000
 # AOD trap stiffness x (pN/nm): 0.123303
 # AOD trap stiffness y (pN/nm): 0.126880
 # AOD trap distance conversion x (V/Nm): 0.000695000
 # AOD trap distance conversion y (V/Nm): 0.000802000
 # PM detector x offset (V): -0.0410150
 # PM detector y offset (V): -0.278679
 # PM trap stiffness x (pN/nm): 0.124807
 # PM trap stiffness y (pN/nm): 0.109598
 # PM trap distance conversion x (V/nm): 0.000682000
 # PM trap distance conversion y (V/nm): 0.000604000
 # AOD bead radius (um): 1.05000
 # PM bead radius  (um): 1.05000
 # Sample rate (Hz): 1000
 # Number of samples (int): 10
 # Delta time (s): 0.0100000

Message index (int)	Time sent (s)	Time received (s)	Experiment Phase (int)	Extension from Trap and PSD positions (nm)	Extension from image measurements (nm)	Force X felt by AOD (pN)	Force X felt by PM  (pN)	Force Y felt by AOD (pN)	Force Y felt by PM  (pN)	Norm of force felt by AOD (pN)	Norm of force felt by PM  (pN)	AOD to PM vector x (nm)	AOD to PM vector y (nm)	AODx (V)	AODy (V)	PMx (V)	PMy (V)	PMsensorx (V)	PMsensory (V)	PMxdiff (V)	PMydiff (V)	PMxsum (V)	AODxdiff (V)	AODydiff (V)	AODxsum (V)	StageX (mm)	StageY (mm)	StageZ (mm)	FBx (V)	FBy (V)	FBsum (V)	Pressure (a.u.)
27107990.000000	27668.052000	10914.821796	0.000000	852.948312	828.095914	-0.392795	-0.743169	12.273188	-14.365322	12.279472	14.384532	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.757910	8.069715	-0.045076	-0.357847	2.805339	-0.034420	-0.007022	3.470630	-4.713170	0.583300	-0.009420	-0.090506	-0.237269	-0.866232	-0.054139
27108000.000000	27668.062000	10914.831807	0.000000	853.013216	846.617638	-0.554420	-0.219419	12.312423	-14.324676	12.324899	14.326357	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758254	8.069779	-0.042214	-0.357623	2.803788	-0.035331	-0.006774	3.470542	-4.713170	0.583300	-0.009420	-0.090938	-0.238939	-0.865585	-0.054595
27108010.000000	27668.072000	10914.841936	0.000000	855.215786	846.617638	-0.336023	-1.385138	11.882423	-14.455142	11.887173	14.521354	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.757990	8.069627	-0.048584	-0.358342	2.802670	-0.034100	-0.009492	3.470742	-4.713170	0.583300	-0.009420	-0.090234	-0.236965	-0.866040	-0.056010
27108020.000000	27668.087000	10914.857525	0.000000	853.871120	846.617638	-0.320588	-1.138086	12.213703	-14.315967	12.217910	14.361133	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758126	8.069627	-0.047234	-0.357575	2.804540	-0.034013	-0.007398	3.469479	-4.713170	0.583300	-0.009420	-0.090674	-0.237197	-0.866144	-0.054835
27108030.000000	27668.098000	10914.867794	0.000000	853.497561	842.993978	-0.354474	-1.162791	11.772471	-14.738028	11.777806	14.783827	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758214	8.069795	-0.047369	-0.359901	2.803253	-0.034204	-0.010187	3.471126	-4.713170	0.583300	-0.009420	-0.091489	-0.238052	-0.865936	-0.055546
27108040.000000	27668.108000	10914.877757	0.000000	852.370032	842.993978	-0.316330	-0.902563	12.084766	-14.591595	12.088906	14.619482	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758006	8.069675	-0.045947	-0.359094	2.804788	-0.033989	-0.008213	3.472724	-4.713170	0.583300	-0.009420	-0.089403	-0.236677	-0.866248	-0.054371
27108050.000000	27668.118000	10914.887827	0.000000	952.706726	842.993978	-0.937280	-0.636296	6.011454	-8.841147	6.084084	8.864015	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758182	8.069715	-0.044492	-0.327403	2.806538	-0.037489	-0.046602	3.475410	-4.713170	0.583300	-0.009420	-0.090898	-0.239115	-0.865705	-0.054163
27108060.000000	27668.128000	10914.897796	0.000000	1079.749848	842.993978	-0.103610	-0.639224	-0.675217	-0.693153	0.683120	0.942904	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.757814	8.069763	-0.044508	-0.282499	2.806514	-0.032790	-0.088868	3.474467	-4.713170	0.583300	-0.009420	-0.090882	-0.236749	-0.866048	-0.055914
27108070.000000	27668.138000	10914.907823	0.000000	1084.992280	838.513877	-0.253880	-0.321900	-1.328918	-0.683173	1.352951	0.755212	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758110	8.069643	-0.042774	-0.282444	2.805483	-0.033637	-0.093000	3.477392	-4.713170	0.583300	-0.009420	-0.090866	-0.238835	-0.865880	-0.054379
27108080.000000	27668.148000	10914.917836	0.000000	1077.813460	838.513877	-0.099352	-0.266267	-0.624591	-0.861542	0.632444	0.901750	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758110	8.069771	-0.042470	-0.283427	2.805155	-0.032766	-0.088548	3.478599	-4.713170	0.583300	-0.009420	-0.090290	-0.237269	-0.865992	-0.053732
27108090.000000	27668.158000	10914.927808	0.000000	1081.026266	838.513877	-0.178656	-0.403701	-1.312464	-1.103601	1.324568	1.175121	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758166	8.069715	-0.043221	-0.284761	2.805819	-0.033213	-0.092896	3.473276	-4.713170	0.583300	-0.009420	-0.091577	-0.237788	-0.865649	-0.055458
27108100.000000	27668.168000	10914.937908	0.000000	1077.876596	838.513877	-0.133238	-0.197459	-1.005231	-1.183441	1.014023	1.199801	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758078	8.069683	-0.042094	-0.285201	2.805835	-0.032957	-0.090954	3.475018	-4.713170	0.583300	-0.009420	-0.090186	-0.236597	-0.865593	-0.054899
27108110.000000	27668.178000	10914.947813	0.000000	1076.208453	1022.681157	0.072208	-0.500326	-0.857310	-1.238603	0.860346	1.335838	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758230	8.069699	-0.043749	-0.285505	2.805395	-0.031799	-0.090019	3.476161	-4.713170	0.583300	-0.009420	-0.090067	-0.238579	-0.865649	-0.053524
27108120.000000	27668.188000	10914.957833	0.000000	1078.644940	1022.681157	-0.365828	-0.324828	-0.995106	-1.090536	1.060220	1.137885	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758190	8.069651	-0.042790	-0.284689	2.803621	-0.034268	-0.090890	3.477576	-4.713170	0.583300	-0.009420	-0.090498	-0.236629	-0.866272	-0.054987
27108130.000000	27668.198000	10914.967777	0.000000	1080.857668	1022.681157	0.059611	-0.665576	-1.153153	-0.984749	1.154692	1.188580	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758222	8.069603	-0.044652	-0.284106	2.805291	-0.031870	-0.091889	3.473108	-4.713170	0.583300	-0.009420	-0.090730	-0.238284	-0.865409	-0.055338
27108140.000000	27668.208000	10914.977807	0.000000	1079.816571	1022.681157	-0.360151	-0.285299	-1.022950	-0.986201	1.084498	1.026639	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.757862	8.069683	-0.042574	-0.284114	2.806410	-0.034236	-0.091066	3.477216	-4.713170	0.583300	-0.009420	-0.090954	-0.236941	-0.865761	-0.053540
27108150.000000	27668.218000	10914.987809	0.000000	1080.606468	1102.964340	-0.180076	-0.318972	-0.952075	-0.838316	0.968955	0.896948	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758341	8.069803	-0.042758	-0.283299	2.806402	-0.033221	-0.090618	3.473324	-4.713170	0.583300	-0.009420	-0.091122	-0.239483	-0.865409	-0.054747
27108160.000000	27668.228000	10914.997812	0.000000	1078.766530	1102.964340	0.051095	-0.225275	-0.936887	-1.026846	0.938279	1.051267	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758126	8.069771	-0.042246	-0.284338	2.807953	-0.031918	-0.090522	3.478136	-4.713170	0.583300	-0.009420	-0.090458	-0.236533	-0.865984	-0.055234
27108170.000000	27668.238000	10915.007822	0.000000	1081.039229	1102.964340	0.035483	-0.159394	-0.922965	-0.765734	0.923647	0.782148	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758150	8.069715	-0.041886	-0.282899	2.805195	-0.032006	-0.090434	3.472021	-4.713170	0.583300	-0.009420	-0.090083	-0.238108	-0.865377	-0.054707
27108180.000000	27668.248000	10915.017837	0.000000	1080.244397	1102.964340	-0.468019	-0.441766	-0.759856	-0.712024	0.892426	0.837935	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758022	8.069755	-0.043429	-0.282603	2.803733	-0.034844	-0.089403	3.477120	-4.713170	0.583300	-0.009420	-0.090810	-0.236030	-0.866760	-0.054563
27108190.000000	27668.258000	10915.027837	0.000000	1077.911636	1100.611919	-0.370086	-0.482758	-0.776309	-0.981846	0.860012	1.094110	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758150	8.069795	-0.043653	-0.284090	2.804756	-0.034292	-0.089507	3.477456	-4.713170	0.583300	-0.009420	-0.090890	-0.237940	-0.865305	-0.056297
27108200.000000	27668.268000	10915.037909	0.000000	1080.750712	1100.611919	0.133238	-0.586520	-0.743403	-0.642527	0.755248	0.869969	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758006	8.069499	-0.044220	-0.282220	2.804380	-0.031455	-0.089299	3.476329	-4.713170	0.583300	-0.009420	-0.091537	-0.236909	-0.866360	-0.054939
27108210.000000	27668.278000	10915.047940	0.000000	1077.273677	1100.611919	-0.224074	-0.762018	-0.834529	-1.102149	0.864088	1.339927	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758262	8.069627	-0.045179	-0.284753	2.804220	-0.033469	-0.089875	3.474211	-4.713170	0.583300	-0.009420	-0.091753	-0.238843	-0.865777	-0.054411
27108220.000000	27668.288000	10915.057846	0.000000	1076.424601	1100.611919	-0.326088	-0.084913	-0.666357	-1.050072	0.741866	1.053500	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.757990	8.069675	-0.041479	-0.284466	2.805131	-0.034044	-0.088812	3.479678	-4.713170	0.583300	-0.009420	-0.090594	-0.236597	-0.866224	-0.056066
27108230.000000	27668.298000	10915.067838	0.000000	1078.968370	1101.807258	-0.007097	-0.450550	-1.247917	-1.273442	1.247937	1.350796	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758150	8.069819	-0.043477	-0.285697	2.806218	-0.032246	-0.092488	3.475826	-4.713170	0.583300	-0.009420	-0.090338	-0.238731	-0.865641	-0.054531
27108240.000000	27668.308000	10915.077868	0.000000	1077.545064	1101.807258	-0.212720	-0.642152	-0.657498	-0.919426	0.691052	1.121474	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758006	8.069603	-0.044524	-0.283746	2.805027	-0.033405	-0.088756	3.477152	-4.713170	0.583300	-0.009420	-0.090354	-0.237213	-0.865848	-0.053148
27108250.000000	27668.318000	10915.087879	0.000000	1080.057930	1101.807258	0.273573	-0.955085	-1.065824	-0.997814	1.100374	1.381238	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758293	8.069715	-0.046234	-0.284178	2.805427	-0.030664	-0.091337	3.474355	-4.713170	0.583300	-0.009420	-0.089891	-0.238555	-0.865033	-0.055202
27108260.000000	27668.328000	10915.097835	0.000000	1079.367590	1101.807258	-0.106449	-0.153538	-0.981184	-0.999265	0.986942	1.010992	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758006	8.069579	-0.041854	-0.284186	2.805219	-0.032806	-0.090802	3.474475	-4.713170	0.583300	-0.009420	-0.090650	-0.238068	-0.865721	-0.054875
27108270.000000	27668.338000	10915.107837	0.000000	1078.120480	1095.545773	0.106271	-0.552847	-0.537262	-0.752670	0.547672	0.933891	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758317	8.069635	-0.044036	-0.282827	2.804316	-0.031607	-0.087996	3.475770	-4.713170	0.583300	-0.009420	-0.091633	-0.238547	-0.865673	-0.053468
27108280.000000	27668.348000	10915.117870	0.000000	1082.101895	1095.545773	-0.429698	-0.213563	-1.096199	-0.799122	1.177409	0.827167	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.757974	8.069667	-0.042182	-0.283083	2.804820	-0.034628	-0.091529	3.477097	-4.713170	0.583300	-0.009420	-0.089323	-0.236541	-0.866240	-0.054491
27108290.000000	27668.358000	10915.127854	0.000000	1078.727297	1095.545773	-0.718883	-0.279443	-0.687873	-0.816541	0.994969	0.863034	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758102	8.069699	-0.042542	-0.283179	2.806434	-0.036258	-0.088948	3.477768	-4.713170	0.583300	-0.009420	-0.090730	-0.238476	-0.865337	-0.055378
27108300.000000	27668.368000	10915.137895	0.000000	1074.992634	1095.545773	0.084981	-0.664112	-0.549919	-1.106504	0.556446	1.290503	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758014	8.069699	-0.044644	-0.284777	2.805267	-0.031727	-0.088076	3.476977	-4.713170	0.583300	-0.009420	-0.089275	-0.237333	-0.866112	-0.053516
27108310.000000	27668.378000	10915.147864	0.000000	1080.021516	1103.274898	-0.231171	-0.599696	-0.881199	-0.841219	0.911017	1.033095	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758198	8.069787	-0.044292	-0.283315	2.806018	-0.033509	-0.090170	3.474499	-4.713170	0.583300	-0.009420	-0.091337	-0.239043	-0.866048	-0.054347
27108320.000000	27668.388000	10915.157934	0.000000	1070.986238	1103.274898	-0.204204	-0.098089	-0.419717	-1.432939	0.466756	1.436293	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758030	8.069579	-0.041551	-0.286576	2.806490	-0.033357	-0.087253	3.475698	-4.713170	0.583300	-0.009420	-0.090051	-0.236533	-0.865872	-0.056449
27108330.000000	27668.398000	10915.167877	0.000000	1076.147910	1103.274898	0.059611	-0.242843	-0.864904	-1.251667	0.866956	1.275007	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758214	8.069867	-0.042342	-0.285577	2.805283	-0.031870	-0.090067	3.477128	-4.713170	0.583300	-0.009420	-0.091433	-0.238508	-0.865784	-0.054171
27108340.000000	27668.408000	10915.177916	0.000000	1077.875210	1103.274898	-0.022709	-0.387597	-1.154418	-1.312454	1.154641	1.368491	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758086	8.069635	-0.043133	-0.285912	2.804532	-0.032334	-0.091897	3.476753	-4.713170	0.583300	-0.009420	-0.090410	-0.236805	-0.865537	-0.053931
27108350.000000	27668.418000	10915.187832	0.000000	1080.694425	1103.880073	-0.198527	-0.083449	-1.026747	-0.893296	1.045764	0.897186	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758142	8.069867	-0.041471	-0.283602	2.804947	-0.033325	-0.091090	3.472293	-4.713170	0.583300	-0.009420	-0.090690	-0.238500	-0.865777	-0.055562
27108360.000000	27668.428000	10915.197903	0.000000	1081.548234	1103.880073	-0.222655	-0.087841	-1.146824	-0.903458	1.168239	0.907718	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.757990	8.069579	-0.041495	-0.283658	2.806306	-0.033461	-0.091849	3.476241	-4.713170	0.583300	-0.009420	-0.089683	-0.237460	-0.865984	-0.054667
27108370.000000	27668.438000	10915.207904	0.000000	1078.973208	1103.880073	-0.112126	-0.621656	-0.954606	-1.019588	0.961168	1.194159	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758254	8.069747	-0.044412	-0.284298	2.805467	-0.032838	-0.090634	3.476449	-4.713170	0.583300	-0.009420	-0.090834	-0.238739	-0.865721	-0.053356
27108380.000000	27668.448000	10915.217905	0.000000	1082.433689	1103.880073	-0.112126	-0.389061	-1.074683	-0.743960	1.080517	0.839550	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.757974	8.069771	-0.043141	-0.282779	2.805107	-0.032838	-0.091393	3.474571	-4.713170	0.583300	-0.009420	-0.090107	-0.236709	-0.865777	-0.055234
27108390.000000	27668.458000	10915.227864	0.000000	1080.095088	1098.193767	-0.262396	-0.323364	-0.863638	-0.817993	0.902620	0.879589	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758094	8.069659	-0.042782	-0.283187	2.807337	-0.033685	-0.090059	3.474755	-4.713170	0.583300	-0.009420	-0.091242	-0.237988	-0.865409	-0.055146
27108400.000000	27668.468000	10915.237954	0.000000	1085.078873	1098.193767	-0.282266	0.016104	-1.127840	-0.500268	1.162625	0.500527	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758214	8.069771	-0.040927	-0.281436	2.806138	-0.033797	-0.091729	3.478056	-4.713170	0.583300	-0.009420	-0.090418	-0.237764	-0.865641	-0.053876
27108410.000000	27668.478000	10915.247883	0.000000	1078.077832	1098.193767	-0.268073	-0.430053	-0.988778	-1.147150	1.024473	1.225112	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758110	8.069715	-0.043365	-0.285001	2.805931	-0.033717	-0.090850	3.476865	-4.713170	0.583300	-0.009420	-0.091857	-0.238667	-0.865321	-0.054771
27108420.000000	27668.488000	10915.257902	0.000000	1074.563895	1098.193767	-0.069546	0.337821	-0.757325	-1.332777	0.760511	1.374924	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.757998	8.069627	-0.039169	-0.286024	2.806970	-0.032598	-0.089387	3.471454	-4.713170	0.583300	-0.009420	-0.090978	-0.236837	-0.866344	-0.055050
27108430.000000	27668.498000	10915.267789	0.000000	1077.698422	1100.729380	-0.507760	-0.378813	-0.802888	-1.028298	0.949973	1.095854	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758325	8.069731	-0.043085	-0.284346	2.803709	-0.035068	-0.089675	3.477208	-4.713170	0.583300	-0.009420	-0.090938	-0.238220	-0.865649	-0.053692
27108440.000000	27668.508000	10915.277844	0.000000	1078.984473	1100.729380	0.005677	-0.412485	-0.679014	-0.780251	0.679037	0.882573	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758070	8.069747	-0.043269	-0.282979	2.804340	-0.032174	-0.088892	3.475778	-4.713170	0.583300	-0.009420	-0.090442	-0.236949	-0.865880	-0.054979
27108450.000000	27668.518000	10915.287857	0.000000	1078.998921	1100.729380	0.012774	-0.446158	-1.129105	-1.167473	1.129178	1.249820	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758174	8.069707	-0.043453	-0.285113	2.806026	-0.032134	-0.091737	3.474043	-4.713170	0.583300	-0.009420	-0.091122	-0.239195	-0.865457	-0.055266
27108460.000000	27668.528000	10915.297895	0.000000	1076.378784	1100.729380	0.280670	-0.400773	-0.873763	-1.234248	0.917735	1.297685	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758198	8.069667	-0.043205	-0.285481	2.805851	-0.030624	-0.090123	3.474603	-4.713170	0.583300	-0.009420	-0.089547	-0.236845	-0.865689	-0.054451
27108470.000000	27668.538000	10915.307884	0.000000	1079.942089	1098.375445	-0.307814	-0.531070	-0.850982	-0.823800	0.904942	0.980144	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758182	8.069699	-0.043917	-0.283219	2.803493	-0.033941	-0.089979	3.475922	-4.713170	0.583300	-0.009420	-0.090978	-0.238188	-0.865808	-0.054723
27108480.000000	27668.548000	10915.317962	0.000000	1084.601261	1098.375445	-0.175818	-0.391989	-1.378278	-0.768638	1.389446	0.862821	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758038	8.069531	-0.043157	-0.282915	2.805859	-0.033197	-0.093312	3.475402	-4.713170	0.583300	-0.009420	-0.089923	-0.236413	-0.865952	-0.056873
27108490.000000	27668.558000	10915.327866	0.000000	1077.840472	1098.375445	-0.212720	-0.674360	-0.814279	-1.022491	0.841605	1.224847	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758613	8.069755	-0.044700	-0.284314	2.804420	-0.033405	-0.089747	3.477608	-4.713170	0.583300	-0.009420	-0.090418	-0.238603	-0.865761	-0.054635
27108500.000000	27668.568000	10915.337956	0.000000	1075.903949	1098.375445	-0.323249	-0.671432	-0.882465	-1.293583	0.939805	1.457456	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.757990	8.069731	-0.044684	-0.285808	2.805627	-0.034028	-0.090178	3.476225	-4.713170	0.583300	-0.009420	-0.090834	-0.236302	-0.866288	-0.053668
27108510.000000	27668.578000	10915.347856	0.000000	1076.969076	1102.839352	0.046837	-0.681680	-0.507045	-0.852832	0.509204	1.091793	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758373	8.069891	-0.044740	-0.283379	2.805619	-0.031942	-0.087805	3.475706	-4.713170	0.583300	-0.009420	-0.091745	-0.238476	-0.865697	-0.056145
27108520.000000	27668.588000	10915.357931	0.000000	1080.211055	1102.839352	0.056773	-0.447622	-1.039403	-0.957168	1.040953	1.056662	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.757982	8.069715	-0.043461	-0.283954	2.805787	-0.031886	-0.091170	3.472709	-4.713170	0.583300	-0.009420	-0.089195	-0.237245	-0.866184	-0.055458
27108530.000000	27668.598000	10915.367891	0.000000	1079.858411	1102.839352	-0.168721	-0.807402	-1.150621	-1.091988	1.162926	1.358064	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.757950	8.069747	-0.045427	-0.284697	2.805779	-0.033157	-0.091873	3.476993	-4.713170	0.583300	-0.009420	-0.091425	-0.237564	-0.865097	-0.054787
27108540.000000	27668.608000	10915.377858	0.000000	1080.568449	1102.839352	-0.631063	-0.403701	-0.752262	-0.670108	0.981906	0.782317	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758070	8.069683	-0.043221	-0.282372	2.806962	-0.035763	-0.089355	3.476065	-4.713170	0.583300	-0.009420	-0.089475	-0.237436	-0.865489	-0.056082
27108550.000000	27668.618000	10915.387881	0.000000	1077.938274	1100.950839	0.198527	-0.450550	-0.638513	-0.860090	0.668664	0.970953	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758341	8.069763	-0.043477	-0.283419	2.806498	-0.031087	-0.088636	3.475650	-4.713170	0.583300	-0.009420	-0.091042	-0.238779	-0.865601	-0.055306
27108560.000000	27668.628000	10915.397915	0.000000	1083.924650	1100.950839	-0.504921	-0.732921	-0.963465	-0.484481	1.087755	0.878576	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758182	8.069659	-0.045020	-0.281349	2.804468	-0.035052	-0.090690	3.474707	-4.713170	0.583300	-0.009420	-0.089675	-0.237045	-0.866128	-0.054091
27108570.000000	27668.638000	10915.407949	0.000000	1079.093621	1100.950839	-0.167302	-0.313116	-1.015356	-1.058782	1.029047	1.104111	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758150	8.069667	-0.042726	-0.284514	2.804971	-0.033149	-0.091018	3.475202	-4.713170	0.583300	-0.009420	-0.090131	-0.238675	-0.865297	-0.054987
27108580.000000	27668.648000	10915.417891	0.000000	1077.085216	1100.950839	0.052515	-0.449086	-0.988778	-1.256022	0.990172	1.333893	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758094	8.069659	-0.043469	-0.285601	2.804955	-0.031910	-0.090850	3.477368	-4.713170	0.583300	-0.009420	-0.090362	-0.236805	-0.866256	-0.055058
27108590.000000	27668.658000	10915.429370	0.000000	1075.392890	1098.259926	0.017032	-0.545710	-0.537262	-1.051524	0.537532	1.184695	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758062	8.069747	-0.043997	-0.284474	2.805851	-0.032110	-0.087996	3.476777	-4.713170	0.583300	-0.009420	-0.090906	-0.238316	-0.866224	-0.053732
27108600.000000	27668.668000	10915.437951	0.000000	1080.418471	1098.259926	0.109110	-0.305795	-0.825669	-0.749766	0.832847	0.809729	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758118	8.069675	-0.042686	-0.282811	2.804484	-0.031591	-0.089819	3.475154	-4.713170	0.583300	-0.009420	-0.090474	-0.236158	-0.865425	-0.054243
27108610.000000	27668.678000	10915.447859	0.000000	1080.288031	1098.259926	-0.039741	-0.756162	-1.153153	-1.047169	1.153837	1.291644	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758222	8.069739	-0.045147	-0.284450	2.804492	-0.032430	-0.091889	3.477648	-4.713170	0.583300	-0.009420	-0.090634	-0.237644	-0.865121	-0.055842
27108620.000000	27668.688000	10915.457876	0.000000	1079.324819	1098.259926	-0.243945	-0.367101	-1.084808	-1.093440	1.111898	1.153418	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758317	8.069691	-0.043021	-0.284705	2.806458	-0.033581	-0.091457	3.478040	-4.713170	0.583300	-0.009420	-0.090210	-0.236357	-0.865713	-0.053524
27108630.000000	27668.698000	10915.467906	0.000000	1074.801565	1098.993872	-0.545904	-0.571880	-0.464014	-1.052975	0.716464	1.198250	1.768717	3180.751663	0.181156	-0.349741	-0.001995	-0.631314	4.758094	8.069667	-0.044140	-0.284482	2.805827	-0.035283	-0.087533	3.470463	-4.713170	0.583300	-0.009420	-0.090330	-0.238076	-0.865321	-0.054475
